26,D5,-9.8916,-24.006,-299.2759,,26,D5,-9.8916,-24.006,-299.2759,,-9.9672,-24.1888,-301.5619,,-10.0324,-24.347,-303.5345
27,D6,-19.7744,-16.825,-299.2759,,27,D6,-19.7744,-16.825,-299.2759,,-19.9278,-16.9561,-301.5977,,-20.0581,-17.067,-303.5703
28,E4,-29.6008,-9.617,-298.7833,,28,E4,-29.6008,-9.617,-298.7833,,-29.8193,-9.6886,-300.9888,,-30.0144,-9.752,-302.9581
29,E5,-25.8877,1.99,-299.2759,,29,E5,-25.8877,1.99,-299.2759,,-26.0812,2.0049,-301.512,,-26.2518,2.018,-303.4846
30,E6,-22.1129,13.607,-299.2759,,30,E6,-22.1129,13.607,-299.2759,,-22.2794,13.7103,-301.5302,,-22.4252,13.8,-303.5028
31,A4,-18.2943,25.18,-298.7833,,31,A4,-18.2943,25.18,-298.7833,,-18.4312,25.369,-301.0188,,-18.5518,25.535,-302.9881
32,A8,-12.1892,33.61,-298.265,,32,A8,-12.1892,33.61,-298.265,,-12.2828,33.8675,-300.5534,,-12.3631,34.089,-302.5193
33,A9,0,33.638,-298.5108,,33,A9,0,33.638,-298.5108,,0,33.8873,-300.7296,,0,34.109,-302.6971
34,A10,12.1892,33.61,-298.265,,34,A10,12.1892,33.61,-298.265,,12.2794,33.8585,-300.4704,,12.3597,34.08,-302.4363
35,B7,24.3583,33.527,-297.5279,,35,B7,24.3583,33.527,-297.5279,,24.5444,33.783,-299.8012,,24.705,34.004,-301.7623
36,B8,28.1978,21.979,-298.265,,36,B8,28.1978,21.979,-298.265,,28.4059,22.1411,-300.4667,,28.5918,22.286,-302.4326
37,B9,31.9908,10.395,-298.5108,,37,B9,31.9908,10.395,-298.5108,,32.2274,10.4715,-300.7188,,32.4383,10.54,-302.6863
38,B10,35.7311,-1.206,-298.265,,38,B10,35.7311,-1.206,-298.265,,36.0078,-1.2151,-300.5745,,36.2433,-1.223,-302.5404
39,C7,39.4126,-12.806,-297.5279,,39,C7,39.4126,-12.806,-297.5279,,39.7121,-12.9026,-299.789,,39.9719,-12.987,-301.7501
40,C8,29.6164,-20.026,-298.265,,40,C8,29.6164,-20.026,-298.265,,29.8433,-20.179,-300.5501,,30.0385,-20.311,-302.516
41,C9,19.7714,-27.213,-298.5108,,41,C9,19.7714,-27.213,-298.5108,,19.9182,-27.4146,-300.7273,,20.0485,-27.594,-302.6948
42,C10,9.8938,-34.355,-298.265,,42,C10,9.8938,-34.355,-298.265,,9.9667,-34.6076,-300.4623,,10.0319,-34.834,-302.4282
43,D7,0,-41.44,-297.5279,,43,D7,0,-41.44,-297.5279,,0,-41.7599,-299.8221,,0,-42.033,-301.7832
44,D8,-9.8938,-34.355,-298.265,,44,D8,-9.8938,-34.355,-298.265,,-9.9667,-34.6076,-300.4616,,-10.0319,-34.834,-302.4275
45,D9,-19.7714,-27.213,-298.5108,,45,D9,-19.7714,-27.213,-298.5108,,-19.9181,-27.4146,-300.7257,,-20.0484,-27.594,-302.6932
46,D10,-29.6164,-20.026,-298.265,,46,D10,-29.6164,-20.026,-298.265,,-29.8439,-20.18,-300.5557,,-30.0391,-20.312,-302.5216
47,E7,-39.4126,-12.806,-297.5279,,47,E7,-39.4126,-12.806,-297.5279,,-39.712,-12.9026,-299.7886,,-39.9718,-12.987,-301.7497
48,E8,-35.7311,-1.206,-298.265,,48,E8,-35.7311,-1.206,-298.265,,-35.9984,-1.2151,-300.496,,-36.2339,-1.223,-302.4619
49,E9,-31.9908,10.395,-298.5108,,49,E9,-31.9908,10.395,-298.5108,,-32.2356,10.4745,-300.7953,,-32.4465,10.543,-302.7628
50,E10,-28.1978,21.979,-298.265,,50,E10,-28.1978,21.979,-298.265,,-28.4086,22.1431,-300.495,,-28.5945,22.288,-302.4609
51,A7,-24.3583,33.527,-297.5279,,51,A7,-24.3583,33.527,-297.5279,,-24.5431,33.781,-299.7855,,-24.7037,34.002,-301.7466
52,A12,-18.2947,42.054,-296.8788,,52,A12,-18.2947,42.054,-296.8788,,-18.4311,42.3668,-299.0925,,-18.5517,42.644,-301.0493
53,A13,-6.1082,42.109,-297.3714,,53,A13,-6.1082,42.109,-297.3714,,-6.1553,42.4344,-299.667,,-6.1956,42.712,-301.627
54,A14,6.1082,42.109,-297.3714,,54,A14,6.1082,42.109,-297.3714,,6.1531,42.4185,-299.5579,,6.1934,42.696,-301.5179
55,A15,18.2947,42.054,-296.8788,,55,A15,18.2947,42.054,-296.8788,,18.4309,42.3668,-299.089,,18.5515,42.644,-301.0458
56,B11,30.3932,41.833,-295.9163,,56,B11,30.3932,41.833,-295.9163,,30.6138,42.1373,-298.0639,,30.8141,42.413,-300.0143
57,B12,34.3416,30.395,-296.8788,,57,B12,34.3416,30.395,-296.8788,,34.595,30.6197,-299.0697,,34.8214,30.82,-301.0265
58,B13,38.1602,18.822,-297.3714,,58,B13,38.1602,18.822,-297.3714,,38.4518,18.9659,-299.6432,,38.7033,19.09,-301.6032
59,B14,41.9353,7.203,-297.3714,,59,B14,41.9353,7.203,-297.3714,,42.2488,7.2575,-299.594,,42.5252,7.305,-301.554
60,B15,45.6484,-4.404,-296.8788,,60,B15,45.6484,-4.404,-296.8788,,45.9904,-4.437,-299.1036,,46.2913,-4.466,-301.0604
61,C11,49.1772,-15.978,-295.9163,,61,C11,49.1772,-15.978,-295.9163,,49.5437,-16.0977,-298.1214,,49.8678,-16.203,-300.0718
62,C12,39.519,-23.268,-296.8788,,62,C12,39.519,-23.268,-296.8788,,39.8058,-23.4366,-299.0333,,40.0663,-23.59,-300.9901
63,C13,29.6925,-30.476,-297.3714,,63,C13,29.6925,-30.476,-297.3714,,29.9144,-30.7041,-299.5928,,30.1101,-30.905,-301.5528
64,C14,19.8093,-37.657,-297.3714,,64,C14,19.8093,-37.657,-297.3714,,19.9587,-37.9408,-299.6158,,20.0893,-38.189,-301.5758
65,C15,9.9175,-44.775,-296.8788,,65,C15,9.9175,-44.775,-296.8788,,9.9905,-45.1039,-299.0646,,10.0559,-45.399,-301.0214
66,D11,0,-51.708,-295.9163,,66,D11,0,-51.708,-295.9163,,0,-52.0912,-298.1104,,0,-52.432,-300.0608
67,D12,-9.9175,-44.775,-296.8788,,67,D12,-9.9175,-44.775,-296.8788,,-9.9909,-45.1059,-299.0761,,-10.0563,-45.401,-301.0329
68,D13,-19.8093,-37.657,-297.3714,,68,D13,-19.8093,-37.657,-297.3714,,-19.9588,-37.9408,-299.6175,,-20.0894,-38.189,-301.5775
69,D14,-29.6925,-30.476,-297.3714,,69,D14,-29.6925,-30.476,-297.3714,,-29.9142,-30.7041,-299.5916,,-30.1099,-30.905,-301.5516
70,D15,-39.519,-23.268,-296.8788,,70,D15,-39.519,-23.268,-296.8788,,-39.8137,-23.4416,-299.093,,-40.0742,-23.595,-301.0498
71,E11,-49.1772,-15.978,-295.9163,,71,E11,-49.1772,-15.978,-295.9163,,-49.5441,-16.0977,-298.124,,-49.8682,-16.203,-300.0744
72,E12,-45.6484,-4.404,-296.8788,,72,E12,-45.6484,-4.404,-296.8788,,-45.989,-4.437,-299.0941,,-46.2899,-4.466,-301.0509
73,E13,-41.9353,7.203,-297.3714,,73,E13,-41.9353,7.203,-297.3714,,-42.2567,7.2585,-299.6506,,-42.5331,7.306,-301.6106
74,E14,-38.1602,18.822,-297.3714,,74,E14,-38.1602,18.822,-297.3714,,-38.4428,18.9619,-299.5731,,-38.6943,19.086,-301.5331
75,E15,-34.3416,30.395,-296.8788,,75,E15,-34.3416,30.395,-296.8788,,-34.5986,30.6227,-299.1008,,-34.825,30.823,-301.0576
76,A11,-30.3932,41.833,-295.9163,,76,A11,-30.3932,41.833,-295.9163,,-30.6176,42.1423,-298.1008,,-30.8179,42.418,-300.0512
77,A17,-24.3201,50.35,-295.1501,,77,A17,-24.3201,50.35,-295.1501,,-24.4979,50.7181,-297.3079,,-24.6582,51.05,-299.2533
78,A18,-12.2089,50.529,-295.8681,,78,A18,-12.2089,50.529,-295.8681,,-12.2989,50.902,-298.05,,-12.3794,51.235,-300.0001
79,A19,0,50.571,-296.1128,,79,A19,0,50.571,-296.1128,,0,50.9587,-298.3825,,0,51.292,-300.3342
80,A20,12.2089,50.529,-295.8681,,80,A20,12.2089,50.529,-295.8681,,12.2977,50.897,-298.022,,12.3782,51.23,-299.9721
81,A21,24.3201,50.35,-295.1501,,81,A21,24.3201,50.35,-295.1501,,24.5069,50.7371,-297.4174,,24.6672,51.069,-299.3628
82,B16,36.3917,50.089,-293.9506,,82,B16,36.3917,50.089,-293.9506,,36.653,50.4489,-296.061,,36.8929,50.779,-297.9985
83,B17,40.3703,38.689,-295.1501,,83,B17,40.3703,38.689,-295.1501,,40.6795,38.986,-297.4107,,40.9456,39.241,-299.3561
84,B18,44.283,27.226,-295.8681,,84,B18,44.283,27.226,-295.8681,,44.6021,27.4225,-297.9999,,44.894,27.602,-299.95
85,B19,48.0955,15.628,-296.1128,,85,B19,48.0955,15.628,-296.1128,,48.4498,15.743,-298.2937,,48.7668,15.846,-300.2454
86,B20,51.8285,4.003,-295.8681,,86,B20,51.8285,4.003,-295.8681,,52.2097,4.0336,-298.0438,,52.5513,4.06,-299.9939
87,B21,55.4009,-7.57,-295.1501,,87,B21,55.4009,-7.57,-295.1501,,55.8209,-7.6281,-297.388,,56.1861,-7.678,-299.3334
88,C16,58.883,-19.132,-293.9506,,88,C16,58.883,-19.132,-293.9506,,59.316,-19.2719,-296.1125,,59.7041,-19.398,-298.05
89,C17,49.2703,-26.439,-295.1501,,89,C17,49.2703,-26.439,-295.1501,,49.6337,-26.6337,-297.328,,49.9584,-26.808,-299.2734
90,C18,39.5773,-33.702,-295.8681,,90,C18,39.5773,-33.702,-295.8681,,39.8713,-33.9529,-298.0666,,40.1322,-34.175,-300.0167
91,C19,29.7247,-40.912,-296.1128,,91,C19,29.7247,-40.912,-296.1128,,29.943,-41.2123,-298.2875,,30.1389,-41.482,-300.2392
92,C20,19.8229,-48.054,-295.8681,,92,C20,19.8229,-48.054,-295.8681,,19.9685,-48.4073,-298.0429,,20.0992,-48.724,-299.993
93,C21,9.9195,-55.029,-295.1501,,93,C21,9.9195,-55.029,-295.1501,,9.9947,-55.4453,-297.3869,,10.0601,-55.808,-299.3323
94,D16,0,-61.913,-293.9506,,94,D16,0,-61.913,-293.9506,,0,-62.3689,-296.1164,,0,-62.777,-298.0539
95,D17,-9.9195,-55.029,-295.1501,,95,D17,-9.9195,-55.029,-295.1501,,-9.9948,-55.4463,-297.3902,,-10.0602,-55.809,-299.3356
96,D18,-19.8229,-48.054,-295.8681,,96,D18,-19.8229,-48.054,-295.8681,,-19.9698,-48.4103,-298.0614,,-20.1005,-48.727,-300.0115
97,D19,-29.7247,-40.912,-296.1128,,97,D19,-29.7247,-40.912,-296.1128,,-29.9477,-41.2193,-298.3347,,-30.1436,-41.489,-300.2864
98,D20,-39.5773,-33.702,-295.8681,,98,D20,-39.5773,-33.702,-295.8681,,-39.873,-33.9539,-298.0789,,-40.1339,-34.176,-300.029
99,D21,-49.2703,-26.439,-295.1501,,99,D21,-49.2703,-26.439,-295.1501,,-49.63,-26.6317,-297.305,,-49.9548,-26.806,-299.2504
100,E16,-58.883,-19.132,-293.9506,,100,E16,-58.883,-19.132,-293.9506,,-59.3155,-19.2719,-296.1099,,-59.7036,-19.398,-298.0474
101,E17,-55.4009,-7.57,-295.1501,,101,E17,-55.4009,-7.57,-295.1501,,-55.8067,-7.6261,-297.3122,,-56.1719,-7.676,-299.2576
102,E18,-51.8285,4.003,-295.8681,,102,E18,-51.8285,4.003,-295.8681,,-52.2167,4.0336,-298.0843,,-52.5583,4.06,-300.0344
103,E19,-48.0955,15.628,-296.1128,,103,E19,-48.0955,15.628,-296.1128,,-48.4598,15.746,-298.3551,,-48.7768,15.849,-300.3068
104,E20,-44.283,27.226,-295.8681,,104,E20,-44.283,27.226,-295.8681,,-44.6117,27.4285,-298.0644,,-44.9036,27.608,-300.0145
105,E21,-40.3703,38.689,-295.1501,,105,E21,-40.3703,38.689,-295.1501,,-40.6681,38.975,-297.3277,,-40.9342,39.23,-299.2731
106,A16,-36.3917,50.089,-293.9506,,106,A16,-36.3917,50.089,-293.9506,,-36.6606,50.4598,-296.1233,,-36.9005,50.79,-298.0608
107,A23,-30.3164,58.614,-293.0623,,107,A23,-30.3164,58.614,-293.0623,,-30.5448,59.0557,-295.2704,,-30.7446,59.442,-297.202
108,A24,-18.2175,58.833,-294.0187,,108,A24,-18.2175,58.833,-294.0187,,-18.351,59.2642,-296.1737,,-18.4711,59.652,-298.1116
109,A25,-6.1082,58.943,-294.4972,,109,A25,-6.1082,58.943,-294.4972,,-6.1517,59.3635,-296.595,,-6.192,59.752,-298.5361
110,A26,6.1082,58.943,-294.4972,,110,A26,6.1082,58.943,-294.4972,,6.155,59.3955,-296.7559,,6.1953,59.784,-298.697
111,A27,18.2175,58.833,-294.0187,,111,A27,18.2175,58.833,-294.0187,,18.3483,59.2562,-296.1294,,18.4684,59.644,-298.0673
112,A28,30.3164,58.614,-293.0623,,112,A28,30.3164,58.614,-293.0623,,30.5407,59.0477,-295.2301,,30.7405,59.434,-297.1617
113,B22,42.3466,58.286,-291.633,,113,B22,42.3466,58.286,-291.633,,42.6472,58.6998,-293.7027,,42.9263,59.084,-295.6249
114,B23,46.3765,46.946,-293.0623,,114,B23,46.3765,46.946,-293.0623,,46.7199,47.2926,-295.233,,47.0256,47.602,-297.1646
115,B24,50.324,35.507,-294.0187,,115,B24,50.324,35.507,-294.0187,,50.6864,35.762,-296.136,,51.0181,35.996,-298.0739
116,B25,54.1705,24.024,-294.4972,,116,B25,54.1705,24.024,-294.4972,,54.5718,24.2026,-296.6787,,54.9288,24.361,-298.6198
117,B26,57.9456,12.406,-294.4972,,117,B26,57.9456,12.406,-294.4972,,58.357,12.4932,-296.5882,,58.7389,12.575,-298.5293
118,B27,61.583,0.855,-294.0187,,118,B27,61.583,0.855,-294.0187,,62.052,0.8614,-296.2575,,62.4579,0.867,-298.1954
119,B28,65.1131,-10.72,-293.0623,,119,B28,65.1131,-10.72,-293.0623,,65.5312,-10.7883,-294.9443,,65.9604,-10.859,-296.8759
120,C22,68.5183,-22.263,-291.633,,120,C22,68.5183,-22.263,-291.633,,69.276,-22.5083,-294.8581,,69.7276,-22.655,-296.7803
121,C23,58.9787,-29.599,-293.0623,,121,C23,58.9787,-29.599,-293.0623,,59.411,-29.8159,-295.2101,,59.7997,-30.011,-297.1417
122,C24,49.3194,-36.889,-294.0187,,122,C24,49.3194,-36.889,-294.0187,,49.6808,-37.1589,-296.1729,,50.0059,-37.402,-298.1108
123,C25,39.5874,-44.095,-294.4972,,123,C25,39.5874,-44.095,-294.4972,,39.8901,-44.4324,-296.7489,,40.151,-44.723,-298.69
124,C26,29.7042,-51.276,-294.4972,,124,C26,29.7042,-51.276,-294.4972,,29.9153,-51.64,-296.5906,,30.1111,-51.978,-298.5317
125,C27,19.8429,-58.304,-294.0187,,125,C27,19.8429,-58.304,-294.0187,,19.9908,-58.7387,-296.2095,,20.1216,-59.123,-298.1474
126,C28,9.9256,-65.238,-293.0623,,126,C28,9.9256,-65.238,-293.0623,,9.999,-65.72,-295.2269,,10.0644,-66.15,-297.1585
127,D22,0,-72.044,-291.633,,127,D22,0,-72.044,-291.633,,0,-72.5611,-293.7291,,0,-73.036,-295.6513
128,D23,-9.9256,-65.238,-293.0623,,128,D23,-9.9256,-65.238,-293.0623,,-10.0008,-65.732,-295.2798,,-10.0662,-66.162,-297.2114
129,D24,-19.8429,-58.304,-294.0187,,129,D24,-19.8429,-58.304,-294.0187,,-19.9904,-58.7377,-296.204,,-20.1212,-59.122,-298.1419
130,D25,-29.7042,-51.276,-294.4972,,130,D25,-29.7042,-51.276,-294.4972,,-29.9151,-51.639,-296.5887,,-30.1109,-51.977,-298.5298
131,D26,-39.5874,-44.095,-294.4972,,131,D26,-39.5874,-44.095,-294.4972,,-39.8899,-44.4324,-296.7472,,-40.1508,-44.723,-298.6883
132,D27,-49.3194,-36.889,-294.0187,,132,D27,-49.3194,-36.889,-294.0187,,-49.681,-37.1599,-296.1743,,-50.0061,-37.403,-298.1122
133,D28,-58.9787,-29.599,-293.0623,,133,D28,-58.9787,-29.599,-293.0623,,-59.4125,-29.8169,-295.2178,,-59.8012,-30.012,-297.1494
134,E22,-68.5183,-22.263,-291.633,,134,E22,-68.5183,-22.263,-291.633,,-69.035,-22.4303,-293.832,,-69.4866,-22.577,-295.7542
135,E23,-65.1131,-10.72,-293.0623,,135,E23,-65.1131,-10.72,-293.0623,,-65.5873,-10.7973,-295.1968,,-66.0165,-10.868,-297.1284
136,E24,-61.583,0.855,-294.0187,,136,E24,-61.583,0.855,-294.0187,,-62.0345,0.8614,-296.1744,,-62.4404,0.867,-298.1123
137,E25,-57.9456,12.406,-294.4972,,137,E25,-57.9456,12.406,-294.4972,,-58.387,12.5002,-296.7403,,-58.7689,12.582,-298.6814
138,E26,-54.1705,24.024,-294.4972,,138,E26,-54.1705,24.024,-294.4972,,-54.5549,24.1947,-296.5868,,-54.9119,24.353,-298.5279
139,E27,-50.324,35.507,-294.0187,,139,E27,-50.324,35.507,-294.0187,,-50.7046,35.775,-296.2425,,-51.0363,36.009,-298.1804
140,E28,-46.3765,46.946,-293.0623,,140,E28,-46.3765,46.946,-293.0623,,-46.7201,47.2936,-295.2339,,-47.0258,47.603,-297.1655
141,A22,-42.3466,58.286,-291.633,,141,A22,-42.3466,58.286,-291.633,,-42.6658,58.7248,-293.831,,-42.9449,59.109,-295.7532
142,A30,-36.257,66.794,-290.6273,,142,A30,-36.257,66.794,-290.6273,,-36.5082,67.2567,-292.6414,,-36.7472,67.697,-294.557
143,A31,-24.2041,67.067,-291.8157,,143,A31,-24.2041,67.067,-291.8157,,-24.3814,67.5579,-293.9531,,-24.5409,68,-295.8765
144,A32,-12.1119,67.231,-292.5295,,144,A32,-12.1119,67.231,-292.5295,,-12.1968,67.7019,-294.5783,,-12.2766,68.145,-296.5064
145,A33,0,67.286,-292.7676,,145,A33,0,67.286,-292.7676,,0,67.7875,-294.9502,,0,68.231,-296.8799
146,A34,12.1119,67.231,-292.5295,,146,A34,12.1119,67.231,-292.5295,,12.197,67.7029,-294.5845,,12.2768,68.146,-296.5126
147,A35,24.2041,67.067,-291.8157,,147,A35,24.2041,67.067,-291.8157,,24.3865,67.5719,-294.0141,,24.546,68.014,-295.9375
148,A36,36.257,66.794,-290.6273,,148,A36,36.257,66.794,-290.6273,,36.5063,67.2528,-292.626,,36.7453,67.693,-294.5416
149,B29,48.2509,66.412,-288.9663,,149,B29,48.2509,66.412,-288.9663,,48.61,66.9063,-291.1168,,48.928,67.344,-293.0214
150,B30,52.3202,55.123,-290.6273,,150,B30,52.3202,55.123,-290.6273,,52.6886,55.5117,-292.6735,,53.0335,55.875,-294.5891
151,B31,56.3045,43.745,-291.8157,,151,B31,56.3045,43.745,-291.8157,,56.7016,44.0537,-293.8738,,57.0727,44.342,-295.7972
152,B32,60.1972,32.295,-292.5295,,152,B32,60.1972,32.295,-292.5295,,60.6268,32.5251,-294.6172,,61.0236,32.738,-296.5453
153,B33,63.9921,20.793,-292.7676,,153,B33,63.9921,20.793,-292.7676,,64.4667,20.947,-294.9394,,64.8885,21.084,-296.8691
154,B34,67.6828,9.257,-292.5295,,154,B34,67.6828,9.257,-292.5295,,68.1754,9.324,-294.6583,,68.6215,9.385,-296.5864
155,B35,71.2635,-2.294,-291.8157,,155,B35,71.2635,-2.294,-291.8157,,72.0534,-2.3199,-295.0504,,72.5231,-2.335,-296.9738
156,B36,74.7283,-13.842,-290.6273,,156,B36,74.7283,-13.842,-290.6273,,75.8696,-14.0538,-295.0661,,76.3621,-14.145,-296.9817
157,C29,78.0715,-25.367,-288.9663,,157,C29,78.0715,-25.367,-288.9663,,79.5262,-25.8398,-294.3506,,80.0408,-26.007,-296.2552
158,C30,68.5927,-32.725,-290.6273,,158,C30,68.5927,-32.725,-290.6273,,69.4,-33.1103,-294.0483,,69.8521,-33.326,-295.9639
159,C31,59.0022,-40.031,-291.8157,,159,C31,59.0022,-40.031,-291.8157,,59.4519,-40.3361,-294.0399,,59.8408,-40.6,-295.9633
160,C32,49.3159,-47.271,-292.5295,,160,C32,49.3159,-47.271,-292.5295,,49.6619,-47.6024,-294.5823,,49.987,-47.914,-296.5104
161,C33,39.5493,-54.435,-292.7676,,161,C33,39.5493,-54.435,-292.7676,,39.844,-54.8402,-294.95,,40.1047,-55.199,-296.8797
162,C34,29.7184,-61.509,-292.5295,,162,C34,29.7184,-61.509,-292.5295,,29.9264,-61.9396,-294.578,,30.1223,-62.345,-296.5061
163,C35,19.8391,-68.484,-291.8157,,163,C35,19.8391,-68.484,-291.8157,,19.9812,-68.9746,-293.9056,,20.112,-69.426,-295.829
164,C36,9.9276,-75.348,-290.6273,,164,C36,9.9276,-75.348,-290.6273,,9.9974,-75.8774,-292.67,,10.0628,-76.374,-294.5856
165,D29,0,-82.089,-288.9663,,165,D29,0,-82.089,-288.9663,,0,-82.6949,-291.0992,,0,-83.236,-293.0038
166,D30,-9.9276,-75.348,-290.6273,,166,D30,-9.9276,-75.348,-290.6273,,-9.9959,-75.8654,-292.6247,,-10.0613,-76.362,-294.5403
167,D31,-19.8391,-68.484,-291.8157,,167,D31,-19.8391,-68.484,-291.8157,,-19.9873,-68.9956,-293.9957,,-20.1181,-69.447,-295.9191
168,D32,-29.7184,-61.509,-292.5295,,168,D32,-29.7184,-61.509,-292.5295,,-29.9392,-61.9666,-294.7033,,-30.1351,-62.372,-296.6314
169,D33,-39.5493,-54.435,-292.7676,,169,D33,-39.5493,-54.435,-292.7676,,-39.834,-54.8262,-294.8761,,-40.0947,-55.185,-296.8058
170,D34,-49.3159,-47.271,-292.5295,,170,D34,-49.3159,-47.271,-292.5295,,-49.6757,-47.6154,-294.6646,,-50.0008,-47.927,-296.5927
171,D35,-59.0022,-40.031,-291.8157,,171,D35,-59.0022,-40.031,-291.8157,,-59.4415,-40.3291,-293.9887,,-59.8304,-40.593,-295.9121
172,D36,-68.5927,-32.725,-290.6273,,172,D36,-68.5927,-32.725,-290.6273,,-69.0676,-32.9513,-292.6398,,-69.5197,-33.167,-294.5554
173,E29,-78.0715,-25.367,-288.9663,,173,E29,-78.0715,-25.367,-288.9663,,-78.6616,-25.5588,-291.1506,,-79.1762,-25.726,-293.0552
174,E30,-74.7283,-13.842,-290.6273,,174,E30,-74.7283,-13.842,-290.6273,,-75.2423,-13.9368,-292.6262,,-75.7348,-14.028,-294.5418
175,E31,-71.2635,-2.294,-291.8157,,175,E31,-71.2635,-2.294,-291.8157,,-71.7963,-2.3109,-293.9974,,-72.266,-2.326,-295.9208
176,E32,-67.6828,9.257,-292.5295,,176,E32,-67.6828,9.257,-292.5295,,-68.181,9.325,-294.6826,,-68.6271,9.386,-296.6107
177,E33,-63.9921,20.793,-292.7676,,177,E33,-63.9921,20.793,-292.7676,,-64.4529,20.942,-294.876,,-64.8747,21.079,-296.8057
178,E34,-60.1972,32.295,-292.5295,,178,E34,-60.1972,32.295,-292.5295,,-60.6492,32.5371,-294.7259,,-61.046,32.75,-296.654
179,E35,-56.3045,43.745,-291.8157,,179,E35,-56.3045,43.745,-291.8157,,-56.7223,44.0697,-293.9812,,-57.0934,44.358,-295.9046
180,E36,-52.3202,55.123,-290.6273,,180,E36,-52.3202,55.123,-290.6273,,-52.6801,55.5027,-292.6263,,-53.025,55.866,-294.5419
181,A29,-48.2509,66.412,-288.9663,,181,A29,-48.2509,66.412,-288.9663,,-48.6182,66.9173,-291.166,,-48.9362,67.355,-293.0706
182,A38,-42.3557,75.319,-287.7034,,182,A38,-42.3557,75.319,-287.7034,,-42.6522,75.8466,-289.7178,,-42.9314,76.343,-291.6141
183,A39,-30.3251,75.648,-289.1332,,183,A39,-30.3251,75.648,-289.1332,,-30.5433,76.1924,-291.2145,,-30.7432,76.691,-293.1202
