A3,B2,A6,7,8,18,21,0,16.818,-299.9289,12.2084,16.804,-299.6811,6.1079,25.236,-299.2759,21,0,16.818,-299.9289,12.2084,16.804,-299.6811,6.1079,25.236,-299.2759
A3,A2,A5,7,16,17,22,0,16.818,-299.9289,-12.2084,16.804,-299.6811,-6.1079,25.236,-299.2759,22,0,16.818,-299.9289,-12.2084,16.804,-299.6811,-6.1079,25.236,-299.2759
A3,A5,A6,7,17,18,23,0,16.818,-299.9289,-6.1079,25.236,-299.2759,6.1079,25.236,-299.2759,23,0,16.818,-299.9289,-6.1079,25.236,-299.2759,6.1079,25.236,-299.2759
B2,B3,B5,8,9,20,24,12.2084,16.804,-299.6811,15.9942,5.197,-299.9289,22.1129,13.607,-299.2759,24,12.2084,16.804,-299.6811,15.9942,5.197,-299.9289,22.1129,13.607,-299.2759
B2,A6,B4,8,18,19,25,12.2084,16.804,-299.6811,6.1079,25.236,-299.2759,18.2943,25.18,-298.7833,25,12.2084,16.804,-299.6811,6.1079,25.236,-299.2759,18.2943,25.18,-298.7833
B2,B4,B5,8,19,20,26,12.2084,16.804,-299.6811,18.2943,25.18,-298.7833,22.1129,13.607,-299.2759,26,12.2084,16.804,-299.6811,18.2943,25.18,-298.7833,22.1129,13.607,-299.2759
B3,C2,B6,9,10,21,27,15.9942,5.197,-299.9289,19.7536,-6.418,-299.6811,25.8877,1.99,-299.2759,27,15.9942,5.197,-299.9289,19.7536,-6.418,-299.6811,25.8877,1.99,-299.2759
B3,B5,B6,9,20,21,28,15.9942,5.197,-299.9289,22.1129,13.607,-299.2759,25.8877,1.99,-299.2759,28,15.9942,5.197,-299.9289,22.1129,13.607,-299.2759,25.8877,1.99,-299.2759
C2,C3,C5,10,11,23,29,19.7536,-6.418,-299.6811,9.885,-13.605,-299.9289,19.7744,-16.825,-299.2759,29,19.7536,-6.418,-299.6811,9.885,-13.605,-299.9289,19.7744,-16.825,-299.2759
C2,B6,C4,10,21,22,30,19.7536,-6.418,-299.6811,25.8877,1.99,-299.2759,29.6008,-9.617,-298.7833,30,19.7536,-6.418,-299.6811,25.8877,1.99,-299.2759,29.6008,-9.617,-298.7833
C2,C4,C5,10,22,23,31,19.7536,-6.418,-299.6811,29.6008,-9.617,-298.7833,19.7744,-16.825,-299.2759,31,19.7536,-6.418,-299.6811,29.6008,-9.617,-298.7833,19.7744,-16.825,-299.2759
C3,D2,C6,11,12,24,32,9.885,-13.605,-299.9289,0,-20.77,-299.6811,9.8916,-24.006,-299.2759,32,9.885,-13.605,-299.9289,0,-20.77,-299.6811,9.8916,-24.006,-299.2759
C3,C5,C6,11,23,24,33,9.885,-13.605,-299.9289,19.7744,-16.825,-299.2759,9.8916,-24.006,-299.2759,33,9.885,-13.605,-299.9289,19.7744,-16.825,-299.2759,9.8916,-24.006,-299.2759
D2,D3,D5,12,13,26,34,0,-20.77,-299.6811,-9.885,-13.605,-299.9289,-9.8916,-24.006,-299.2759,34,0,-20.77,-299.6811,-9.885,-13.605,-299.9289,-9.8916,-24.006,-299.2759
D2,C6,D4,12,24,25,35,0,-20.77,-299.6811,9.8916,-24.006,-299.2759,0,-31.124,-298.7833,35,0,-20.77,-299.6811,9.8916,-24.006,-299.2759,0,-31.124,-298.7833
D2,D4,D5,12,25,26,36,0,-20.77,-299.6811,0,-31.124,-298.7833,-9.8916,-24.006,-299.2759,36,0,-20.77,-299.6811,0,-31.124,-298.7833,-9.8916,-24.006,-299.2759
D3,E2,D6,13,14,27,37,-9.885,-13.605,-299.9289,-19.7536,-6.418,-299.6811,-19.7744,-16.825,-299.2759,37,-9.885,-13.605,-299.9289,-19.7536,-6.418,-299.6811,-19.7744,-16.825,-299.2759
D3,D5,D6,13,26,27,38,-9.885,-13.605,-299.9289,-9.8916,-24.006,-299.2759,-19.7744,-16.825,-299.2759,38,-9.885,-13.605,-299.9289,-9.8916,-24.006,-299.2759,-19.7744,-16.825,-299.2759
E2,E3,E5,14,15,29,39,-19.7536,-6.418,-299.6811,-15.9942,5.197,-299.9289,-25.8877,1.99,-299.2759,39,-19.7536,-6.418,-299.6811,-15.9942,5.197,-299.9289,-25.8877,1.99,-299.2759
E2,D6,E4,14,27,28,40,-19.7536,-6.418,-299.6811,-19.7744,-16.825,-299.2759,-29.6008,-9.617,-298.7833,40,-19.7536,-6.418,-299.6811,-19.7744,-16.825,-299.2759,-29.6008,-9.617,-298.7833
E2,E4,E5,14,28,29,41,-19.7536,-6.418,-299.6811,-29.6008,-9.617,-298.7833,-25.8877,1.99,-299.2759,41,-19.7536,-6.418,-299.6811,-29.6008,-9.617,-298.7833,-25.8877,1.99,-299.2759
E3,A2,E6,15,16,30,42,-15.9942,5.197,-299.9289,-12.2084,16.804,-299.6811,-22.1129,13.607,-299.2759,42,-15.9942,5.197,-299.9289,-12.2084,16.804,-299.6811,-22.1129,13.607,-299.2759
E3,E5,E6,15,29,30,43,-15.9942,5.197,-299.9289,-25.8877,1.99,-299.2759,-22.1129,13.607,-299.2759,43,-15.9942,5.197,-299.9289,-25.8877,1.99,-299.2759,-22.1129,13.607,-299.2759
A2,A5,A4,16,17,31,44,-12.2084,16.804,-299.6811,-6.1079,25.236,-299.2759,-18.2943,25.18,-298.7833,44,-12.2084,16.804,-299.6811,-6.1079,25.236,-299.2759,-18.2943,25.18,-298.7833
A2,E6,A4,16,30,31,45,-12.2084,16.804,-299.6811,-22.1129,13.607,-299.2759,-18.2943,25.18,-298.7833,45,-12.2084,16.804,-299.6811,-22.1129,13.607,-299.2759,-18.2943,25.18,-298.7833
A5,A6,A9,17,18,33,46,-6.1079,25.236,-299.2759,6.1079,25.236,-299.2759,0,33.638,-298.5108,46,-6.1079,25.236,-299.2759,6.1079,25.236,-299.2759,0,33.638,-298.5108
A5,A4,A8,17,31,32,47,-6.1079,25.236,-299.2759,-18.2943,25.18,-298.7833,-12.1892,33.61,-298.265,47,-6.1079,25.236,-299.2759,-18.2943,25.18,-298.7833,-12.1892,33.61,-298.265
A5,A8,A9,17,32,33,48,-6.1079,25.236,-299.2759,-12.1892,33.61,-298.265,0,33.638,-298.5108,48,-6.1079,25.236,-299.2759,-12.1892,33.61,-298.265,0,33.638,-298.5108
A6,B4,A10,18,19,34,49,6.1079,25.236,-299.2759,18.2943,25.18,-298.7833,12.1892,33.61,-298.265,49,6.1079,25.236,-299.2759,18.2943,25.18,-298.7833,12.1892,33.61,-298.265
A6,A9,A10,18,33,34,50,6.1079,25.236,-299.2759,0,33.638,-298.5108,12.1892,33.61,-298.265,50,6.1079,25.236,-299.2759,0,33.638,-298.5108,12.1892,33.61,-298.265
B4,B5,B8,19,20,36,51,18.2943,25.18,-298.7833,22.1129,13.607,-299.2759,28.1978,21.979,-298.265,51,18.2943,25.18,-298.7833,22.1129,13.607,-299.2759,28.1978,21.979,-298.265
B4,A10,B7,19,34,35,52,18.2943,25.18,-298.7833,12.1892,33.61,-298.265,24.3583,33.527,-297.5279,52,18.2943,25.18,-298.7833,12.1892,33.61,-298.265,24.3583,33.527,-297.5279
B4,B7,B8,19,35,36,53,18.2943,25.18,-298.7833,24.3583,33.527,-297.5279,28.1978,21.979,-298.265,53,18.2943,25.18,-298.7833,24.3583,33.527,-297.5279,28.1978,21.979,-298.265
B5,B6,B9,20,21,37,54,22.1129,13.607,-299.2759,25.8877,1.99,-299.2759,31.9908,10.395,-298.5108,54,22.1129,13.607,-299.2759,25.8877,1.99,-299.2759,31.9908,10.395,-298.5108
B5,B8,B9,20,36,37,55,22.1129,13.607,-299.2759,28.1978,21.979,-298.265,31.9908,10.395,-298.5108,55,22.1129,13.607,-299.2759,28.1978,21.979,-298.265,31.9908,10.395,-298.5108
B6,C4,B10,21,22,38,56,25.8877,1.99,-299.2759,29.6008,-9.617,-298.7833,35.7311,-1.206,-298.265,56,25.8877,1.99,-299.2759,29.6008,-9.617,-298.7833,35.7311,-1.206,-298.265
B6,B9,B10,21,37,38,57,25.8877,1.99,-299.2759,31.9908,10.395,-298.5108,35.7311,-1.206,-298.265,57,25.8877,1.99,-299.2759,31.9908,10.395,-298.5108,35.7311,-1.206,-298.265
C4,C5,C8,22,23,40,58,29.6008,-9.617,-298.7833,19.7744,-16.825,-299.2759,29.6164,-20.026,-298.265,58,29.6008,-9.617,-298.7833,19.7744,-16.825,-299.2759,29.6164,-20.026,-298.265
C4,B10,C7,22,38,39,59,29.6008,-9.617,-298.7833,35.7311,-1.206,-298.265,39.4126,-12.806,-297.5279,59,29.6008,-9.617,-298.7833,35.7311,-1.206,-298.265,39.4126,-12.806,-297.5279
C4,C7,C8,22,39,40,60,29.6008,-9.617,-298.7833,39.4126,-12.806,-297.5279,29.6164,-20.026,-298.265,60,29.6008,-9.617,-298.7833,39.4126,-12.806,-297.5279,29.6164,-20.026,-298.265
C5,C6,C9,23,24,41,61,19.7744,-16.825,-299.2759,9.8916,-24.006,-299.2759,19.7714,-27.213,-298.5108,61,19.7744,-16.825,-299.2759,9.8916,-24.006,-299.2759,19.7714,-27.213,-298.5108
C5,C8,C9,23,40,41,62,19.7744,-16.825,-299.2759,29.6164,-20.026,-298.265,19.7714,-27.213,-298.5108,62,19.7744,-16.825,-299.2759,29.6164,-20.026,-298.265,19.7714,-27.213,-298.5108
C6,D4,C10,24,25,42,63,9.8916,-24.006,-299.2759,0,-31.124,-298.7833,9.8938,-34.355,-298.265,63,9.8916,-24.006,-299.2759,0,-31.124,-298.7833,9.8938,-34.355,-298.265
C6,C9,C10,24,41,42,64,9.8916,-24.006,-299.2759,19.7714,-27.213,-298.5108,9.8938,-34.355,-298.265,64,9.8916,-24.006,-299.2759,19.7714,-27.213,-298.5108,9.8938,-34.355,-298.265
D4,D5,D8,25,26,44,65,0,-31.124,-298.7833,-9.8916,-24.006,-299.2759,-9.8938,-34.355,-298.265,65,0,-31.124,-298.7833,-9.8916,-24.006,-299.2759,-9.8938,-34.355,-298.265
D4,C10,D7,25,42,43,66,0,-31.124,-298.7833,9.8938,-34.355,-298.265,0,-41.44,-297.5279,66,0,-31.124,-298.7833,9.8938,-34.355,-298.265,0,-41.44,-297.5279
D4,D7,D8,25,43,44,67,0,-31.124,-298.7833,0,-41.44,-297.5279,-9.8938,-34.355,-298.265,67,0,-31.124,-298.7833,0,-41.44,-297.5279,-9.8938,-34.355,-298.265
D5,D6,D9,26,27,45,68,-9.8916,-24.006,-299.2759,-19.7744,-16.825,-299.2759,-19.7714,-27.213,-298.5108,68,-9.8916,-24.006,-299.2759,-19.7744,-16.825,-299.2759,-19.7714,-27.213,-298.5108
D5,D8,D9,26,44,45,69,-9.8916,-24.006,-299.2759,-9.8938,-34.355,-298.265,-19.7714,-27.213,-298.5108,69,-9.8916,-24.006,-299.2759,-9.8938,-34.355,-298.265,-19.7714,-27.213,-298.5108
D6,E4,D10,27,28,46,70,-19.7744,-16.825,-299.2759,-29.6008,-9.617,-298.7833,-29.6164,-20.026,-298.265,70,-19.7744,-16.825,-299.2759,-29.6008,-9.617,-298.7833,-29.6164,-20.026,-298.265
D6,D9,D10,27,45,46,71,-19.7744,-16.825,-299.2759,-19.7714,-27.213,-298.5108,-29.6164,-20.026,-298.265,71,-19.7744,-16.825,-299.2759,-19.7714,-27.213,-298.5108,-29.6164,-20.026,-298.265
E4,E5,E8,28,29,48,72,-29.6008,-9.617,-298.7833,-25.8877,1.99,-299.2759,-35.7311,-1.206,-298.265,72,-29.6008,-9.617,-298.7833,-25.8877,1.99,-299.2759,-35.7311,-1.206,-298.265
E4,D10,E7,28,46,47,73,-29.6008,-9.617,-298.7833,-29.6164,-20.026,-298.265,-39.4126,-12.806,-297.5279,73,-29.6008,-9.617,-298.7833,-29.6164,-20.026,-298.265,-39.4126,-12.806,-297.5279
E4,E7,E8,28,47,48,74,-29.6008,-9.617,-298.7833,-39.4126,-12.806,-297.5279,-35.7311,-1.206,-298.265,74,-29.6008,-9.617,-298.7833,-39.4126,-12.806,-297.5279,-35.7311,-1.206,-298.265
E5,E6,E9,29,30,49,75,-25.8877,1.99,-299.2759,-22.1129,13.607,-299.2759,-31.9908,10.395,-298.5108,75,-25.8877,1.99,-299.2759,-22.1129,13.607,-299.2759,-31.9908,10.395,-298.5108
E5,E8,E9,29,48,49,76,-25.8877,1.99,-299.2759,-35.7311,-1.206,-298.265,-31.9908,10.395,-298.5108,76,-25.8877,1.99,-299.2759,-35.7311,-1.206,-298.265,-31.9908,10.395,-298.5108
E6,A4,E10,30,31,50,77,-22.1129,13.607,-299.2759,-18.2943,25.18,-298.7833,-28.1978,21.979,-298.265,77,-22.1129,13.607,-299.2759,-18.2943,25.18,-298.7833,-28.1978,21.979,-298.265
E6,E9,E10,30,49,50,78,-22.1129,13.607,-299.2759,-31.9908,10.395,-298.5108,-28.1978,21.979,-298.265,78,-22.1129,13.607,-299.2759,-31.9908,10.395,-298.5108,-28.1978,21.979,-298.265
A4,A8,A7,31,32,51,79,-18.2943,25.18,-298.7833,-12.1892,33.61,-298.265,-24.3583,33.527,-297.5279,79,-18.2943,25.18,-298.7833,-12.1892,33.61,-298.265,-24.3583,33.527,-297.5279
A4,E10,A7,31,50,51,80,-18.2943,25.18,-298.7833,-28.1978,21.979,-298.265,-24.3583,33.527,-297.5279,80,-18.2943,25.18,-298.7833,-28.1978,21.979,-298.265,-24.3583,33.527,-297.5279
A8,A9,A13,32,33,53,81,-12.1892,33.61,-298.265,0,33.638,-298.5108,-6.1082,42.109,-297.3714,81,-12.1892,33.61,-298.265,0,33.638,-298.5108,-6.1082,42.109,-297.3714
A8,A7,A12,32,51,52,82,-12.1892,33.61,-298.265,-24.3583,33.527,-297.5279,-18.2947,42.054,-296.8788,82,-12.1892,33.61,-298.265,-24.3583,33.527,-297.5279,-18.2947,42.054,-296.8788
A8,A12,A13,32,52,53,83,-12.1892,33.61,-298.265,-18.2947,42.054,-296.8788,-6.1082,42.109,-297.3714,83,-12.1892,33.61,-298.265,-18.2947,42.054,-296.8788,-6.1082,42.109,-297.3714
A9,A10,A14,33,34,54,84,0,33.638,-298.5108,12.1892,33.61,-298.265,6.1082,42.109,-297.3714,84,0,33.638,-298.5108,12.1892,33.61,-298.265,6.1082,42.109,-297.3714
A9,A13,A14,33,53,54,85,0,33.638,-298.5108,-6.1082,42.109,-297.3714,6.1082,42.109,-297.3714,85,0,33.638,-298.5108,-6.1082,42.109,-297.3714,6.1082,42.109,-297.3714
A10,B7,A15,34,35,55,86,12.1892,33.61,-298.265,24.3583,33.527,-297.5279,18.2947,42.054,-296.8788,86,12.1892,33.61,-298.265,24.3583,33.527,-297.5279,18.2947,42.054,-296.8788
A10,A14,A15,34,54,55,87,12.1892,33.61,-298.265,6.1082,42.109,-297.3714,18.2947,42.054,-296.8788,87,12.1892,33.61,-298.265,6.1082,42.109,-297.3714,18.2947,42.054,-296.8788
B7,B8,B12,35,36,57,88,24.3583,33.527,-297.5279,28.1978,21.979,-298.265,34.3416,30.395,-296.8788,88,24.3583,33.527,-297.5279,28.1978,21.979,-298.265,34.3416,30.395,-296.8788
B7,A15,B11,35,55,56,89,24.3583,33.527,-297.5279,18.2947,42.054,-296.8788,30.3932,41.833,-295.9163,89,24.3583,33.527,-297.5279,18.2947,42.054,-296.8788,30.3932,41.833,-295.9163
B7,B11,B12,35,56,57,90,24.3583,33.527,-297.5279,30.3932,41.833,-295.9163,34.3416,30.395,-296.8788,90,24.3583,33.527,-297.5279,30.3932,41.833,-295.9163,34.3416,30.395,-296.8788
B8,B9,B13,36,37,58,91,28.1978,21.979,-298.265,31.9908,10.395,-298.5108,38.1602,18.822,-297.3714,91,28.1978,21.979,-298.265,31.9908,10.395,-298.5108,38.1602,18.822,-297.3714
B8,B12,B13,36,57,58,92,28.1978,21.979,-298.265,34.3416,30.395,-296.8788,38.1602,18.822,-297.3714,92,28.1978,21.979,-298.265,34.3416,30.395,-296.8788,38.1602,18.822,-297.3714
B9,B10,B14,37,38,59,93,31.9908,10.395,-298.5108,35.7311,-1.206,-298.265,41.9353,7.203,-297.3714,93,31.9908,10.395,-298.5108,35.7311,-1.206,-298.265,41.9353,7.203,-297.3714
B9,B13,B14,37,58,59,94,31.9908,10.395,-298.5108,38.1602,18.822,-297.3714,41.9353,7.203,-297.3714,94,31.9908,10.395,-298.5108,38.1602,18.822,-297.3714,41.9353,7.203,-297.3714
B10,C7,B15,38,39,60,95,35.7311,-1.206,-298.265,39.4126,-12.806,-297.5279,45.6484,-4.404,-296.8788,95,35.7311,-1.206,-298.265,39.4126,-12.806,-297.5279,45.6484,-4.404,-296.8788
B10,B14,B15,38,59,60,96,35.7311,-1.206,-298.265,41.9353,7.203,-297.3714,45.6484,-4.404,-296.8788,96,35.7311,-1.206,-298.265,41.9353,7.203,-297.3714,45.6484,-4.404,-296.8788
C7,C8,C12,39,40,62,97,39.4126,-12.806,-297.5279,29.6164,-20.026,-298.265,39.519,-23.268,-296.8788,97,39.4126,-12.806,-297.5279,29.6164,-20.026,-298.265,39.519,-23.268,-296.8788
C7,B15,C11,39,60,61,98,39.4126,-12.806,-297.5279,45.6484,-4.404,-296.8788,49.1772,-15.978,-295.9163,98,39.4126,-12.806,-297.5279,45.6484,-4.404,-296.8788,49.1772,-15.978,-295.9163
C7,C11,C12,39,61,62,99,39.4126,-12.806,-297.5279,49.1772,-15.978,-295.9163,39.519,-23.268,-296.8788,99,39.4126,-12.806,-297.5279,49.1772,-15.978,-295.9163,39.519,-23.268,-296.8788
C8,C9,C13,40,41,63,100,29.6164,-20.026,-298.265,19.7714,-27.213,-298.5108,29.6925,-30.476,-297.3714,100,29.6164,-20.026,-298.265,19.7714,-27.213,-298.5108,29.6925,-30.476,-297.3714
C8,C12,C13,40,62,63,101,29.6164,-20.026,-298.265,39.519,-23.268,-296.8788,29.6925,-30.476,-297.3714,101,29.6164,-20.026,-298.265,39.519,-23.268,-296.8788,29.6925,-30.476,-297.3714
C9,C10,C14,41,42,64,102,19.7714,-27.213,-298.5108,9.8938,-34.355,-298.265,19.8093,-37.657,-297.3714,102,19.7714,-27.213,-298.5108,9.8938,-34.355,-298.265,19.8093,-37.657,-297.3714
C9,C13,C14,41,63,64,103,19.7714,-27.213,-298.5108,29.6925,-30.476,-297.3714,19.8093,-37.657,-297.3714,103,19.7714,-27.213,-298.5108,29.6925,-30.476,-297.3714,19.8093,-37.657,-297.3714
C10,D7,C15,42,43,65,104,9.8938,-34.355,-298.265,0,-41.44,-297.5279,9.9175,-44.775,-296.8788,104,9.8938,-34.355,-298.265,0,-41.44,-297.5279,9.9175,-44.775,-296.8788
C10,C14,C15,42,64,65,105,9.8938,-34.355,-298.265,19.8093,-37.657,-297.3714,9.9175,-44.775,-296.8788,105,9.8938,-34.355,-298.265,19.8093,-37.657,-297.3714,9.9175,-44.775,-296.8788
D7,D8,D12,43,44,67,106,0,-41.44,-297.5279,-9.8938,-34.355,-298.265,-9.9175,-44.775,-296.8788,106,0,-41.44,-297.5279,-9.8938,-34.355,-298.265,-9.9175,-44.775,-296.8788
D7,C15,D11,43,65,66,107,0,-41.44,-297.5279,9.9175,-44.775,-296.8788,0,-51.708,-295.9163,107,0,-41.44,-297.5279,9.9175,-44.775,-296.8788,0,-51.708,-295.9163
D7,D11,D12,43,66,67,108,0,-41.44,-297.5279,0,-51.708,-295.9163,-9.9175,-44.775,-296.8788,108,0,-41.44,-297.5279,0,-51.708,-295.9163,-9.9175,-44.775,-296.8788
D8,D9,D13,44,45,68,109,-9.8938,-34.355,-298.265,-19.7714,-27.213,-298.5108,-19.8093,-37.657,-297.3714,109,-9.8938,-34.355,-298.265,-19.7714,-27.213,-298.5108,-19.8093,-37.657,-297.3714
D8,D12,D13,44,67,68,110,-9.8938,-34.355,-298.265,-9.9175,-44.775,-296.8788,-19.8093,-37.657,-297.3714,110,-9.8938,-34.355,-298.265,-9.9175,-44.775,-296.8788,-19.8093,-37.657,-297.3714
D9,D10,D14,45,46,69,111,-19.7714,-27.213,-298.5108,-29.6164,-20.026,-298.265,-29.6925,-30.476,-297.3714,111,-19.7714,-27.213,-298.5108,-29.6164,-20.026,-298.265,-29.6925,-30.476,-297.3714
D9,D13,D14,45,68,69,112,-19.7714,-27.213,-298.5108,-19.8093,-37.657,-297.3714,-29.6925,-30.476,-297.3714,112,-19.7714,-27.213,-298.5108,-19.8093,-37.657,-297.3714,-29.6925,-30.476,-297.3714
D10,E7,D15,46,47,70,113,-29.6164,-20.026,-298.265,-39.4126,-12.806,-297.5279,-39.519,-23.268,-296.8788,113,-29.6164,-20.026,-298.265,-39.4126,-12.806,-297.5279,-39.519,-23.268,-296.8788
D10,D14,D15,46,69,70,114,-29.6164,-20.026,-298.265,-29.6925,-30.476,-297.3714,-39.519,-23.268,-296.8788,114,-29.6164,-20.026,-298.265,-29.6925,-30.476,-297.3714,-39.519,-23.268,-296.8788
E7,E8,E12,47,48,72,115,-39.4126,-12.806,-297.5279,-35.7311,-1.206,-298.265,-45.6484,-4.404,-296.8788,115,-39.4126,-12.806,-297.5279,-35.7311,-1.206,-298.265,-45.6484,-4.404,-296.8788
E7,D15,E11,47,70,71,116,-39.4126,-12.806,-297.5279,-39.519,-23.268,-296.8788,-49.1772,-15.978,-295.9163,116,-39.4126,-12.806,-297.5279,-39.519,-23.268,-296.8788,-49.1772,-15.978,-295.9163
E7,E11,E12,47,71,72,117,-39.4126,-12.806,-297.5279,-49.1772,-15.978,-295.9163,-45.6484,-4.404,-296.8788,117,-39.4126,-12.806,-297.5279,-49.1772,-15.978,-295.9163,-45.6484,-4.404,-296.8788
E8,E9,E13,48,49,73,118,-35.7311,-1.206,-298.265,-31.9908,10.395,-298.5108,-41.9353,7.203,-297.3714,118,-35.7311,-1.206,-298.265,-31.9908,10.395,-298.5108,-41.9353,7.203,-297.3714
E8,E12,E13,48,72,73,119,-35.7311,-1.206,-298.265,-45.6484,-4.404,-296.8788,-41.9353,7.203,-297.3714,119,-35.7311,-1.206,-298.265,-45.6484,-4.404,-296.8788,-41.9353,7.203,-297.3714
E9,E10,E14,49,50,74,120,-31.9908,10.395,-298.5108,-28.1978,21.979,-298.265,-38.1602,18.822,-297.3714,120,-31.9908,10.395,-298.5108,-28.1978,21.979,-298.265,-38.1602,18.822,-297.3714
E9,E13,E14,49,73,74,121,-31.9908,10.395,-298.5108,-41.9353,7.203,-297.3714,-38.1602,18.822,-297.3714,121,-31.9908,10.395,-298.5108,-41.9353,7.203,-297.3714,-38.1602,18.822,-297.3714
E10,A7,E15,50,51,75,122,-28.1978,21.979,-298.265,-24.3583,33.527,-297.5279,-34.3416,30.395,-296.8788,122,-28.1978,21.979,-298.265,-24.3583,33.527,-297.5279,-34.3416,30.395,-296.8788
E10,E14,E15,50,74,75,123,-28.1978,21.979,-298.265,-38.1602,18.822,-297.3714,-34.3416,30.395,-296.8788,123,-28.1978,21.979,-298.265,-38.1602,18.822,-297.3714,-34.3416,30.395,-296.8788
A7,A12,A11,51,52,76,124,-24.3583,33.527,-297.5279,-18.2947,42.054,-296.8788,-30.3932,41.833,-295.9163,124,-24.3583,33.527,-297.5279,-18.2947,42.054,-296.8788,-30.3932,41.833,-295.9163
A7,E15,A11,51,75,76,125,-24.3583,33.527,-297.5279,-34.3416,30.395,-296.8788,-30.3932,41.833,-295.9163,125,-24.3583,33.527,-297.5279,-34.3416,30.395,-296.8788,-30.3932,41.833,-295.9163
